gene_name,aro_id,aro_name,antibiotic_class
LEN-35,3004827,LEN-35,
NDM-19,3004862,NDM-19,
mphK,3004541,mphK,
Klebsiella pneumoniae OmpK37,3004122,Klebsiella pneumoniae OmpK37,
LEN-30,3004838,LEN-30,
Mycobacterium tuberculosis 16S rRNA mutation conferring resistance to capreomycin,3004853,Mycobacterium tuberculosis 16S rRNA mutation conferring resistance to capreomycin,
SCO-1,3004856,SCO-1,
TEM-232,3005263,TEM-232,
Neisseria gonorrhoeae PBP1 conferring resistance to beta-lactam antibiotics,3004833,Neisseria gonorrhoeae PBP1 conferring resistance to beta-lactam antibiotics,
Mycoplasma genitalium parC mutations confers resistance to Moxifloxacin,3004630,Mycoplasma genitalium parC mutations confers resistance to Moxifloxacin,
Neisseria gonorrhoeae 23S rRNA with mutation conferring resistance to azithromycin,3004836,Neisseria gonorrhoeae 23S rRNA with mutation conferring resistance to azithromycin,
Neisseria gonorrhoeae mtrR with mutation conferring resistance,3004851,Neisseria gonorrhoeae mtrR with mutation conferring resistance,
Neisseria gonorrhoeae pilQ gene conferring resistance to beta-lactam,3004835,Neisseria gonorrhoeae pilQ gene conferring resistance to beta-lactam,
Mycobacterium tuberculosis whib7 mutation conferring resistance to streptomycin,3004968,Mycobacterium tuberculosis whib7 mutation conferring resistance to streptomycin,
Mycobacterium tuberculosis Rv0565c mutation conferring resistance to ethionamide,3004955,Mycobacterium tuberculosis Rv0565c mutation conferring resistance to ethionamide,
ADC-68,3004493,ADC-68,
IMP-55,3004494,IMP-55,
IMP-56,3004495,IMP-56,
OXA-234,3001496,OXA-234,
OXA-281,3001736,OXA-281,
OXA-341,3001529,OXA-341,
OXA-431,3003124,OXA-431,
OXA-472,3003628,OXA-472,
CMH-1,3004777,CMH-1,
CMY-133,3003653,CMY-133,
KPC-24,3004496,KPC-24,
GOB-9,3004816,GOB-9,
LEN-36,3004828,LEN-36,
LEN-32,3004839,LEN-32,
NDM-18,3004861,NDM-18,
Mycobacterium tuberculosis ddlA mutations confer resistance to cycloserine,3004941,Mycobacterium tuberculosis ddlA mutations confer resistance to cycloserine,
Mycobacterium tuberculosis rpoC mutations confer resistance to rifampicin,3004994,Mycobacterium tuberculosis rpoC mutations confer resistance to rifampicin,
Mycobacterium tuberculosis rpoA mutations confer resistance to rifampicin,3004999,Mycobacterium tuberculosis rpoA mutations confer resistance to rifampicin,
OXA-252,3001501,OXA-252,
OXA-282,3001737,OXA-282,
OXA-342,3001530,OXA-342,
dfrB4,3004498,dfrB4,
OXA-432,3003125,OXA-432,
OXA-473,3003629,OXA-473,
PDC-438,3005275,PDC-438,
Mycobacterium tuberculosis ppsC mutations confer resistance to pyrazinamide,3004975,Mycobacterium tuberculosis ppsC mutations confer resistance to pyrazinamide,
Mycobacterium tuberculosis mshC mutations conferring resistance to ethionamide,3004934,Mycobacterium tuberculosis mshC mutations conferring resistance to ethionamide,
OXA-259,3001715,OXA-259,
OXA-283,3001738,OXA-283,
OXA-343,3001531,OXA-343,
OXA-433,3003126,OXA-433,
OXA-474,3003631,OXA-474,
LEN-38,3004841,LEN-38,
Mycobacterium tuberculosis ppsD mutations confer resistance to pyrazinamide,3004976,Mycobacterium tuberculosis ppsD mutations confer resistance to pyrazinamide,
Mycobacterium tuberculosis ahpC mutations confer resistance to isoniazid,3004921,Mycobacterium tuberculosis ahpC mutations confer resistance to isoniazid,
MCR-3.11,3004500,MCR-3.11,
MCR-6.1,3004501,MCR-6.1,
MCR-2.2,3004502,MCR-2.2,
MCR-3.6,3004503,MCR-3.6,
MCR-3.10,3004504,MCR-3.10,
MCR-3.5,3004505,MCR-3.5,
MCR-1.10,3004506,MCR-1.10,
MCR-1.9,3004507,MCR-1.9,
MCR-3.9,3004508,MCR-3.9,
MCR-3.8,3004509,MCR-3.8,
MCR-3.7,3004510,MCR-3.7,
MCR-3.2,3004511,MCR-3.2,
MCR-1.6,3004513,MCR-1.6,
MCR-1.3,3004514,MCR-1.3,
MCR-1.4,3004515,MCR-1.4,
MCR-7.1,3004517,MCR-7.1,
Mycobacterium tuberculosis ald mutations confer resistance to cycloserine,3004945,Mycobacterium tuberculosis ald mutations confer resistance to cycloserine,
OXA-260,3001716,OXA-260,
OXA-284,3001739,OXA-284,
OXA-344,3001532,OXA-344,
OXA-437,3003593,OXA-437,
OXA-475,3003632,OXA-475,
DHA-9,3002140,DHA-9,
LEN-39,3004842,LEN-39,
NDM-21,3004864,NDM-21,
Mycobacterium tuberculosis fabG1 mutations confer resistance to isoniazid,3004922,Mycobacterium tuberculosis fabG1 mutations confer resistance to isoniazid,
Mycobacterium tuberculosis ubiA mutations confer resistance to ethambutol,3004950,Mycobacterium tuberculosis ubiA mutations confer resistance to ethambutol,
mphE,3003741,mphE,
PDC-284,3005276,PDC-284,
mphN,3004542,mphN,
mphO,3004543,mphO,
mphJ,3004544,mphJ,
Campylobacter jejuni 23S rRNA with mutation conferring resistance to erythromycin,3004546,Campylobacter jejuni 23S rRNA with mutation conferring resistance to erythromycin,
dfrA9,3004548,dfrA9,
ADC-119,3006296,ADC-119,
ADC-165,3006337,ADC-165,
ACT-34,3001854,ACT-34,
TEM-233,3005264,TEM-233,
tet(49),3004582,tet(49),
ADC-195,3006364,ADC-195,
dfrB5,3004549,dfrB5,
ADC-166,3006338,ADC-166,
tet(52),3004587,tet(52),
erm(32),3004592,erm(32),
ADC-196,3006365,ADC-196,
NDM-11,3002361,NDM-11,
dfrA6,3004547,dfrA6,
LEN-40,3004843,LEN-40,
dfrA27,3004550,dfrA27,
dfrA28,3004551,dfrA28,
dfrA30,3004552,dfrA30,
dfrA29,3004554,dfrA29,
dfrA32,3004555,dfrA32,
dfrB7,3004556,dfrB7,
Clostridioides difficile murG with mutation conferring resistance to vancomycin,3004561,Clostridioides difficile murG with mutation conferring resistance to vancomycin,
CAM-1,3004559,CAM-1,
dfrA18,3004568,dfrA18,
ICR-Mo,3004569,ICR-Mo,
PNGM-1,3004571,PNGM-1,
Acinetobacter baumannii AbaF,3004573,Acinetobacter baumannii AbaF,
Acinetobacter baumannii AbaQ,3004574,Acinetobacter baumannii AbaQ,
Acinetobacter baumannii AmvA,3004577,Acinetobacter baumannii AmvA,
Acinetobacter baumannii AbuO,3004578,Acinetobacter baumannii AbuO,
Klebsiella pneumoniae KpnE,3004580,Klebsiella pneumoniae KpnE,
tet(48),3004581,tet(48),
Klebsiella pneumoniae KpnF,3004583,Klebsiella pneumoniae KpnF,
tet(50),3004584,tet(50),
tet(51),3004586,tet(51),
tet(53),3004589,tet(53),
Erm(48),3004094,Erm(48),
tet(54),3004590,tet(54),
tet(55),3004591,tet(55),
TEM-227,3005258,TEM-227,
ACT-39,3006234,ACT-39,
erm(46),3004596,erm(46),
Klebsiella pneumoniae KpnG,3004588,Klebsiella pneumoniae KpnG,
Klebsiella pneumoniae KpnH,3004597,Klebsiella pneumoniae KpnH,
clcD,3004599,clcD,
OXA-285,3001740,OXA-285,
OXA-345,3001533,OXA-345,
OXA-438,3003594,OXA-438,
OXA-476,3003633,OXA-476,
ERP-1,3004782,ERP-1,
NDM-22,3004865,NDM-22,
Mycobacterium tuberculosis mas mutations confer resistance to pyrazinamide,3004978,Mycobacterium tuberculosis mas mutations confer resistance to pyrazinamide,
Mycobacterium tuberculosis furA mutations confer resistance to isoniazid,3004923,Mycobacterium tuberculosis furA mutations confer resistance to isoniazid,
tet(57),3005006,tet(57),
TEM-181,3001044,TEM-181,
qacE,3005009,qacE,
qacEdelta1,3005010,qacEdelta1,
IDC-1,3005012,IDC-1,
IDC-2,3005013,IDC-2,
VMB-1,3005015,VMB-1,
APH(3')-VIb,3002653,APH(3')-VIb,
CMY-150,3005016,CMY-150,
LMB-1,3005018,LMB-1,
IMP-68,3005019,IMP-68,
FosL1,3005024,FosL1,
cfr(D),3005021,cfr(D),
FRI-4,3005027,FRI-4,
FRI-5,3005028,FRI-5,
FRI-6,3005029,FRI-6,
FRI-7,3005030,FRI-7,
FRI-8,3005031,FRI-8,
FRI-9,3005032,FRI-9,
FLC-1,3005033,FLC-1,
CTX-M-161,3003169,CTX-M-161,
CTX-M-162,3003646,CTX-M-162,
CTX-M-163,3003647,CTX-M-163,
CTX-M-164,3003648,CTX-M-164,
CTX-M-165,3003649,CTX-M-165,
CTX-M-166,3003650,CTX-M-166,
ADC-159,3005037,ADC-159,
PDC-65,3005038,PDC-65,
PDC-55,3005039,PDC-55,
YajC,3005040,YajC,
ADC-197,3006366,ADC-197,
cmlA9,3005043,cmlA9,
OmpA,3005044,OmpA,
SatA,3005045,SatA,
BLMT,3005036,BLMT,
MecC-type methicillin resistance repressor MecI,3005046,MecC-type methicillin resistance repressor MecI,
eptB,3005047,eptB,
ROB-3,3005073,ROB-3,
CrcB,3005049,CrcB,
LpsB,3005051,LpsB,
LpsA,3005052,LpsA,
ArnT,3005053,ArnT,
mlaD,3005042,mlaD,
mlaF,3005041,mlaF,
LptD,3005059,LptD,
OXA-837,3005060,OXA-837,
AAC(3)-IVb,3005061,AAC(3)-IVb,
ANT(3'')-Ib,3005062,ANT(3'')-Ib,
cprR,3005063,cprR,
cprS,3005064,cprS,
ParS,3005067,ParS,
ParR,3005068,ParR,
rsmA,3005069,rsmA,
ROB-4,3005074,ROB-4,
ROB-5,3005075,ROB-5,
ROB-6,3005076,ROB-6,
ROB-7,3005077,ROB-7,
ROB-8,3005078,ROB-8,
ROB-10,3005080,ROB-10,
Thermus thermophilus uL3 mutations conferring resistance to pleuromutilin antibiotics,3005081,Thermus thermophilus uL3 mutations conferring resistance to pleuromutilin antibiotics,
Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics,3005083,Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics,
dfrA31,3005084,dfrA31,
AAC(3)-IIg,3005085,AAC(3)-IIg,
tet(X5),3005057,tet(X5),
ROB-2,3005079,ROB-2,
msrF,3005087,msrF,
msrH,3005088,msrH,
mef(D),3005089,mef(D),
RanB,3005090,RanB,
RanA,3005091,RanA,
OXA-899,3005093,OXA-899,
OXA-898,3005094,OXA-898,
GPC-1,3005096,GPC-1,
mecC-type BlaZ,3005097,mecC-type BlaZ,
qacH,3003836,qacH,
qacL,3005098,qacL,
23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A),3005099,23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A),
FosB2,3005100,FosB2,
PDC-63,3005124,PDC-63,
PDC-57,3005125,PDC-57,
Mycobacterium tuberculosis katG mutations conferring resistance to prothionamide,3005102,Mycobacterium tuberculosis katG mutations conferring resistance to prothionamide,
Mycobacterium tuberculosis ethA mutations conferring resistance to isoniazid,3005105,Mycobacterium tuberculosis ethA mutations conferring resistance to isoniazid,
Mycobacterium tuberculosis ethA mutations conferring resistance to prothionamide,3005106,Mycobacterium tuberculosis ethA mutations conferring resistance to prothionamide,
Mycobacterium tuberculosis mshA mutations conferring resistance to prothionamide,3005108,Mycobacterium tuberculosis mshA mutations conferring resistance to prothionamide,
blaS1,3005111,blaS1,
AAC(6')-Ib-cr3,3005112,AAC(6')-Ib-cr3,
AAC(6')-Ib-cr4,3005114,AAC(6')-Ib-cr4,
AAC(6')-Ib-cr5,3005115,AAC(6')-Ib-cr5,
AAC(6')-Ib-cr6,3005116,AAC(6')-Ib-cr6,
AAC(6')-Ib-cr7,3005117,AAC(6')-Ib-cr7,
AAC(6')-Ib-cr8,3005118,AAC(6')-Ib-cr8,
AAC(6')-Ib-cr9,3005119,AAC(6')-Ib-cr9,
PDC-68,3005122,PDC-68,
PDC-70,3005123,PDC-70,
PDC-66,3005126,PDC-66,
PDC-14,3005127,PDC-14,
PDC-47,3005128,PDC-47,
PDC-51,3005129,PDC-51,
OXA-846,3005130,OXA-846,
NDM-29,3005131,NDM-29,
PDC-11,3005132,PDC-11,
PDC-62,3005133,PDC-62,
PDC-43,3005134,PDC-43,
PDC-54,3005135,PDC-54,
OXA-906,3005136,OXA-906,
PDC-59,3005137,PDC-59,
OXA-850,3005138,OXA-850,
PDC-67,3005139,PDC-67,
PDC-56,3005140,PDC-56,
PDC-52,3005141,PDC-52,
PDC-44,3005142,PDC-44,
PDC-240,3005143,PDC-240,
ADC-167,3006339,ADC-167,
PDC-61,3005144,PDC-61,
PDC-45,3005145,PDC-45,
PDC-49,3005146,PDC-49,
PDC-50,3005147,PDC-50,
PDC-48,3005148,PDC-48,
PAC-1,3005150,PAC-1,
PDC-53,3005151,PDC-53,
PDC-72,3005152,PDC-72,
PDC-69,3005153,PDC-69,
TEM-228,3005259,TEM-228,
PDC-23,3005155,PDC-23,
PDC-28,3005156,PDC-28,
PDC-41,3005157,PDC-41,
OXA-668,3005158,OXA-668,
OXA-818,3005159,OXA-818,
OXA-812,3005160,OXA-812,
PDC-105,3005277,PDC-105,
Staphylococcus aureus LmrS,3004572,Staphylococcus aureus LmrS,
FosA7.5,3005162,FosA7.5,
dfrA35,3005164,dfrA35,
CMY-134,3003654,CMY-134,
CMY-143,3005204,CMY-143,
CMY-107,3002119,CMY-107,
CMY-158,3005176,CMY-158,
CMY-173,3005177,CMY-173,
CMY-147,3005180,CMY-147,
CMY-146,3005181,CMY-146,
CMY-156,3005182,CMY-156,
CMY-160,3005183,CMY-160,
CMY-162,3005184,CMY-162,
CMY-140,3005185,CMY-140,
CMY-164,3005186,CMY-164,
ADC-101,3006281,ADC-101,
CMY-161,3005187,CMY-161,
CMY-165,3005188,CMY-165,
CMY-166,3005189,CMY-166,
CMY-149,3005190,CMY-149,
CMY-139,3005191,CMY-139,
CMY-148,3005192,CMY-148,
CMY-163,3005193,CMY-163,
CMY-154,3005194,CMY-154,
CMY-142,3005195,CMY-142,
CMY-141,3005196,CMY-141,
CMY-124,3003132,CMY-124,
CMY-125,3003133,CMY-125,
CMY-145,3005197,CMY-145,
CMY-122,3003130,CMY-122,
CMY-157,3005198,CMY-157,
CMY-171,3005199,CMY-171,
CMY-155,3005200,CMY-155,
CMY-96,3002109,CMY-96,
SHV-205,3005207,SHV-205,
SHV-222,3005208,SHV-222,
SHV-198,3005209,SHV-198,
SHV-195,3005210,SHV-195,
SHV-201,3005211,SHV-201,
SHV-212,3005212,SHV-212,
SHV-204,3005213,SHV-204,
SHV-197,3005214,SHV-197,
SHV-216,3005215,SHV-216,
CMY-121,3003129,CMY-121,
ADC-168,3006340,ADC-168,
ADC-169,3006341,ADC-169,
ADC-170,3006342,ADC-170,
CMY-152,3005216,CMY-152,
CMY-97,3002110,CMY-97,
CMY-151,3005217,CMY-151,
CMY-128,3003136,CMY-128,
CMY-129,3003137,CMY-129,
TEM-229,3005260,TEM-229,
TEM-230,3005261,TEM-230,
CMY-127,3003135,CMY-127,
CMY-89,3002102,CMY-89,
CMY-153,3005218,CMY-153,
CMY-130,3003138,CMY-130,
ACT-40,3006235,ACT-40,
CMY-144,3005219,CMY-144,
CMY-138,3005220,CMY-138,
OXA-544,3005222,OXA-544,
SHV-194,3005223,SHV-194,
SHV-220,3005224,SHV-220,
SHV-210,3005225,SHV-210,
SHV-208,3005226,SHV-208,
SHV-206,3005227,SHV-206,
SHV-226,3005228,SHV-226,
SHV-196,3005229,SHV-196,
SHV-211,3005230,SHV-211,
SHV-219,3005231,SHV-219,
SHV-199,3005232,SHV-199,
SHV-227,3005233,SHV-227,
SHV-223,3005234,SHV-223,
SHV-214,3005235,SHV-214,
SHV-207,3005236,SHV-207,
SHV-1b-b,3005237,SHV-1b-b,
SHV-218,3005238,SHV-218,
SHV-193,3005239,SHV-193,
SHV-224,3005240,SHV-224,
SHV-225,3005241,SHV-225,
SHV-209,3005242,SHV-209,
SHV-215,3005243,SHV-215,
ADC-181,3005244,ADC-181,
ADC-182,3005245,ADC-182,
ADC-183,3005246,ADC-183,
SHV-228,3005247,SHV-228,
SHV-200,3005248,SHV-200,
SHV-203,3005249,SHV-203,
SHV-217,3005250,SHV-217,
SHV-213,3005251,SHV-213,
SHV-221,3005252,SHV-221,
SHV-202,3005253,SHV-202,
TEM-5,3000877,TEM-5,
ADC-171,3006343,ADC-171,
ADC-172,3006344,ADC-172,
TEM-9,3000881,TEM-9,
TEM-31,3000901,TEM-31,
TEM-32,3000902,TEM-32,
TEM-35,3000905,TEM-35,
TEM-36,3000906,TEM-36,
TEM-37,3000907,TEM-37,
TEM-39,3000909,TEM-39,
TEM-210,3001387,TEM-210,
TEM-212,3001389,TEM-212,
TEM-224,3005255,TEM-224,
TEM-225,3005256,TEM-225,
TEM-226,3005257,TEM-226,
TEM-234,3005265,TEM-234,
TEM-235,3005266,TEM-235,
TEM-236,3005267,TEM-236,
TEM-237,3005268,TEM-237,
TEM-238,3005269,TEM-238,
TEM-240,3005270,TEM-240,
TEM-241,3005271,TEM-241,
TEM-242,3005272,TEM-242,
TEM-243,3005273,TEM-243,
PDC-225,3005274,PDC-225,
PDC-413,3005282,PDC-413,
PDC-264,3005284,PDC-264,
PDC-201,3005285,PDC-201,
PDC-346,3005286,PDC-346,
PDC-285,3005287,PDC-285,
PDC-337,3005288,PDC-337,
PDC-212,3005289,PDC-212,
PDC-352,3005290,PDC-352,
PDC-464,3005291,PDC-464,
PDC-19b,3005292,PDC-19b,
PDC-380,3005293,PDC-380,
PDC-461,3005294,PDC-461,
PDC-19a,3005295,PDC-19a,
PDC-272,3005296,PDC-272,
PDC-255,3005297,PDC-255,
PDC-293,3005298,PDC-293,
PDC-183,3005299,PDC-183,
PDC-207,3005300,PDC-207,
PDC-306,3005301,PDC-306,
PDC-376,3005302,PDC-376,
PDC-117,3005303,PDC-117,
PDC-231,3005304,PDC-231,
PDC-104,3005305,PDC-104,
PDC-173,3005306,PDC-173,
PDC-292,3005307,PDC-292,
PDC-393,3005308,PDC-393,
PDC-119,3005309,PDC-119,
PDC-313,3005310,PDC-313,
PDC-257,3005311,PDC-257,
PDC-429,3005312,PDC-429,
PDC-449,3005313,PDC-449,
OXA-540,3005314,OXA-540,
OXA-779,3005315,OXA-779,
OXA-838,3005316,OXA-838,
OXA-539,3005317,OXA-539,
OXA-543,3005318,OXA-543,
OXA-681,3005319,OXA-681,
OXA-737,3005320,OXA-737,
OXA-541,3005321,OXA-541,
OXA-835,3005322,OXA-835,
OXA-926,3005323,OXA-926,
KPC-39,3005371,KPC-39,
OXA-570,3005324,OXA-570,
OXA-573,3005325,OXA-573,
OXA-571,3005326,OXA-571,
OXA-672,3005327,OXA-672,
OXA-671,3005328,OXA-671,
OXA-673,3005329,OXA-673,
OXA-931,3005330,OXA-931,
OXA-930,3005331,OXA-930,
ADC-198,3006367,ADC-198,
ADC-199,3006368,ADC-199,
OXA-895,3005332,OXA-895,
OXA-641,3005333,OXA-641,
Trimethoprim-resistant dihydrofolate reductase DfrA42,3005334,Trimethoprim-resistant dihydrofolate reductase DfrA42,
OXA-496,3005335,OXA-496,
OXA-915,3005336,OXA-915,
OXA-648,3005338,OXA-648,
OXA-646,3005339,OXA-646,
OXA-649,3005340,OXA-649,
OXA-897,3005341,OXA-897,
OXA-653,3005342,OXA-653,
OXA-499,3005343,OXA-499,
OXA-825,3005344,OXA-825,
Trimethoprim-resistant dihydrofolate reductase DfrA43,3005345,Trimethoprim-resistant dihydrofolate reductase DfrA43,
DfrA34,3005346,DfrA34,
DfrA37,3005347,DfrA37,
DfrA36,3005348,DfrA36,
DfrA38,3005349,DfrA38,
DfrB9,3005350,DfrB9,
ADC-102,3006282,ADC-102,
ADC-103,3006283,ADC-103,
DfrA39,3005351,DfrA39,
dfr22,3005354,dfr22,
KPC-23,3005356,KPC-23,
KPC-25,3005357,KPC-25,
KPC-26,3005358,KPC-26,
KPC-18,3002328,KPC-18,
KPC-27,3005359,KPC-27,
KPC-29,3005360,KPC-29,
KPC-28,3005361,KPC-28,
KPC-31,3005362,KPC-31,
KPC-32,3005363,KPC-32,
KPC-30,3005364,KPC-30,
KPC-33,3005365,KPC-33,
KPC-34,3005366,KPC-34,
KPC-35,3005367,KPC-35,
KPC-36,3005368,KPC-36,
KPC-37,3005369,KPC-37,
KPC-38,3005370,KPC-38,
KPC-40,3005372,KPC-40,
KPC-41,3005373,KPC-41,
KPC-42,3005374,KPC-42,
KPC-43,3005375,KPC-43,
KPC-45,3005376,KPC-45,
KPC-46,3005377,KPC-46,
KPC-49,3005378,KPC-49,
KPC-50,3005379,KPC-50,
ADC-200,3006369,ADC-200,
ADC-201,3006370,ADC-201,
KPC-51,3005380,KPC-51,
KPC-52,3005381,KPC-52,
KPC-54,3005382,KPC-54,
KPC-55,3005383,KPC-55,
KPC-56,3005384,KPC-56,
KPC-57,3005385,KPC-57,
AAK-1,3006863,AAK-1,
ACC-1a,3006228,ACC-1a,
ACC-1b,3006229,ACC-1b,
ACC-1c,3006230,ACC-1c,
ACC-1d,3006231,ACC-1d,
ACC-7,3006232,ACC-7,
ACC-8,3006233,ACC-8,
ACT-45,3006240,ACT-45,
ACT-46,3006241,ACT-46,
ACT-47,3006242,ACT-47,
ACT-48,3006243,ACT-48,
ACT-49,3006244,ACT-49,
ACT-50,3006245,ACT-50,
ACT-51,3006246,ACT-51,
ACT-52,3006247,ACT-52,
ACT-53,3006248,ACT-53,
ACT-54,3006249,ACT-54,
ACT-55,3006250,ACT-55,
ACT-56,3006251,ACT-56,
ACT-57,3006252,ACT-57,
ACT-58,3006253,ACT-58,
ACT-59,3006254,ACT-59,
ACT-60,3006255,ACT-60,
ACT-61,3006256,ACT-61,
ACT-62,3006257,ACT-62,
ACT-63,3006258,ACT-63,
ACT-64,3006259,ACT-64,
ACT-65,3006260,ACT-65,
ACT-66,3006261,ACT-66,
ACT-67,3006262,ACT-67,
ACT-68,3006263,ACT-68,
ACT-69,3006264,ACT-69,
ACT-70,3006265,ACT-70,
ACT-72,3006266,ACT-72,
ACT-73,3006267,ACT-73,
ACT-74,3006268,ACT-74,
ACT-75,3006269,ACT-75,
ACT-76,3006270,ACT-76,
ACT-77,3006271,ACT-77,
ACT-78,3006272,ACT-78,
ACT-79,3006273,ACT-79,
ACT-80,3006274,ACT-80,
ACT-81,3006275,ACT-81,
ACT-82,3006276,ACT-82,
ACT-83,3006277,ACT-83,
ACT-84,3006278,ACT-84,
ACT-87,3006279,ACT-87,
ADC-100,3006280,ADC-100,
ADC-120,3006297,ADC-120,
ADC-121,3006298,ADC-121,
ADC-122,3006299,ADC-122,
ADC-123,3006300,ADC-123,
ADC-125,3006301,ADC-125,
ADC-127,3006302,ADC-127,
ADC-128,3006303,ADC-128,
ADC-129,3006304,ADC-129,
ADC-130,3006305,ADC-130,
ADC-131,3006306,ADC-131,
ADC-132,3006307,ADC-132,
ADC-133,3006308,ADC-133,
ADC-134,3006309,ADC-134,
ADC-135,3006310,ADC-135,
ADC-136,3006311,ADC-136,
ADC-137,3006312,ADC-137,
ADC-138,3006313,ADC-138,
ADC-139,3006314,ADC-139,
ADC-140,3006315,ADC-140,
ADC-141,3006316,ADC-141,
ADC-143,3006317,ADC-143,
ADC-144,3006318,ADC-144,
ADC-145,3006319,ADC-145,
ADC-146,3006320,ADC-146,
ADC-147,3006321,ADC-147,
ADC-148,3006322,ADC-148,
ADC-149,3006323,ADC-149,
ADC-150,3006324,ADC-150,
ADC-151,3006325,ADC-151,
ADC-152,3006326,ADC-152,
ADC-153,3006327,ADC-153,
ADC-154,3006328,ADC-154,
ADC-155,3006329,ADC-155,
ADC-173,3006345,ADC-173,
ADC-174,3006346,ADC-174,
ADC-175,3006347,ADC-175,
ADC-176,3006348,ADC-176,
ADC-177,3006349,ADC-177,
ADC-178,3006350,ADC-178,
ADC-179,3006351,ADC-179,
ADC-180,3006352,ADC-180,
ADC-184,3006353,ADC-184,
ADC-185,3006354,ADC-185,
ADC-186,3006355,ADC-186,
ADC-187,3006356,ADC-187,
ADC-202,3006371,ADC-202,
ADC-203,3006372,ADC-203,
ADC-204,3006373,ADC-204,
ADC-205,3006374,ADC-205,
ADC-206,3006375,ADC-206,
ADC-207,3006376,ADC-207,
ADC-208,3006377,ADC-208,
ADC-209,3006378,ADC-209,
ADC-210,3006379,ADC-210,
ADC-211,3006380,ADC-211,
ADC-212,3006381,ADC-212,
ADC-213,3006382,ADC-213,
ADC-214,3006383,ADC-214,
ADC-215,3006384,ADC-215,
ADC-216,3006385,ADC-216,
ADC-217,3006386,ADC-217,
ADC-218,3006387,ADC-218,
ADC-219,3006388,ADC-219,
ADC-220,3006389,ADC-220,
ADC-221,3006390,ADC-221,
ADC-222,3006391,ADC-222,
ADC-223,3006392,ADC-223,
ADC-224,3006393,ADC-224,
ADC-225,3006394,ADC-225,
ADC-226,3006395,ADC-226,
ADC-227,3006396,ADC-227,
ADC-228,3006397,ADC-228,
ADC-229,3006398,ADC-229,
ADC-230,3006399,ADC-230,
ADC-231,3006400,ADC-231,
ADC-232,3006401,ADC-232,
ADC-233,3006402,ADC-233,
ADC-234,3006403,ADC-234,
ADC-235,3006404,ADC-235,
ADC-236,3006405,ADC-236,
ADC-237,3006406,ADC-237,
ADC-238,3006407,ADC-238,
ADC-239,3006408,ADC-239,
ADC-24,3006409,ADC-24,
ADC-240,3006410,ADC-240,
ADC-241,3006411,ADC-241,
ADC-242,3006412,ADC-242,
ADC-243,3006413,ADC-243,
ADC-244,3006414,ADC-244,
ADC-245,3006415,ADC-245,
ADC-246,3006416,ADC-246,
ADC-247,3006417,ADC-247,
ADC-248,3006418,ADC-248,
ADC-249,3006419,ADC-249,
ADC-250,3006420,ADC-250,
ADC-251,3006421,ADC-251,
ADC-252,3006422,ADC-252,
ADC-253,3006423,ADC-253,
ADC-254,3006424,ADC-254,
ADC-255,3006425,ADC-255,
ADC-256,3006426,ADC-256,
ADC-29,3006427,ADC-29,
ADC-32,3006428,ADC-32,
ADC-33,3006429,ADC-33,
ADC-38,3006430,ADC-38,
ADC-51,3006431,ADC-51,
ADC-52,3006432,ADC-52,
ADC-53,3006433,ADC-53,
ADC-54,3006434,ADC-54,
ADC-57,3006435,ADC-57,
ADC-63,3006436,ADC-63,
ADC-65,3006437,ADC-65,
ADC-66,3006438,ADC-66,
ADC-70,3006439,ADC-70,
ADC-80,3003886,ADC-80,
ADC-83,3006440,ADC-83,
ADC-84,3006441,ADC-84,
ADC-85,3006442,ADC-85,
ADC-86,3006443,ADC-86,
ADC-87,3006444,ADC-87,
ADC-88,3006445,ADC-88,
ADC-89,3006446,ADC-89,
ADC-90,3006447,ADC-90,
ADC-91,3006448,ADC-91,
ADC-92,3006449,ADC-92,
ADC-93,3006450,ADC-93,
ADC-94,3006451,ADC-94,
ADC-95,3006452,ADC-95,
ADC-96,3006453,ADC-96,
ADC-97,3006454,ADC-97,
ADC-98,3006455,ADC-98,
ADC-99,3006456,ADC-99,
AFM-1,3006890,AFM-1,
AFM-2,3006891,AFM-2,
ALG11-1,3006892,ALG11-1,
ALG6-1,3006893,ALG6-1,
ALI-1,3006894,ALI-1,
ALI-2,3006895,ALI-2,
ANA-1,3006896,ANA-1,
AXC-1,3006897,AXC-1,
AXC-2,3006898,AXC-2,
AXC-3,3006899,AXC-3,
AXC-4,3006900,AXC-4,
AXC-5,3006901,AXC-5,
BEL-4,3006154,BEL-4,
BKC-2,3006223,BKC-2,
BlaB-1,3005522,BlaB-1,
BlaB-10,3005523,BlaB-10,
BlaB-11,3005524,BlaB-11,
BlaB-12,3005525,BlaB-12,
BlaB-13,3005526,BlaB-13,
BlaB-14,3005527,BlaB-14,
BlaB-15,3005528,BlaB-15,
BlaB-16,3005529,BlaB-16,
BlaB-17,3005530,BlaB-17,
BlaB-18,3005531,BlaB-18,
BlaB-19,3005532,BlaB-19,
BlaB-2,3005533,BlaB-2,
BlaB-20,3005534,BlaB-20,
BlaB-22,3005535,BlaB-22,
BlaB-23,3005536,BlaB-23,
BlaB-24,3005537,BlaB-24,
